num	premise	hypothesis	gold_label	template_num	time_format
4928	マロリー が 2002 年 3 月 19 日 16 時 に 後姿 を 消した 。	マロリー は それ を 2005 年 3 月 20 日 1 時 に 消した 。	contradiction	23	年月日時
4929	エレン が 2003 年 4 月 13 日 18 時 に 公演 を 選んだ 。	エレン は それ を 2009 年 1 月 9 日 13 時 に 選んだ 。	contradiction	23	年月日時
4930	マロリー が 2000 年 12 月 19 日 4 時 に 特集 を 担当 した 。	マロリー は それ を 2010 年 3 月 26 日 21 時 に 担当 した 。	contradiction	23	年月日時
4931	トルーディー が 2017 年 5 月 16 日 15 時 に 総長 を 訪問 した 。	トルーディー は それ を 2005 年 1 月 3 日 0 時 に 訪問 した 。	contradiction	23	年月日時
4932	キャロル が 2018 年 1 月 2 日 6 時 に ジャズ を 駆けた 。	キャロル は それ を 2008 年 3 月 8 日 5 時 に 駆けた 。	contradiction	23	年月日時
4933	ボブ が 2009 年 6 月 28 日 1 時 に 叛乱 を 起こした 。	ボブ は それ を 2003 年 11 月 30 日 19 時 に 起こした 。	contradiction	23	年月日時
4934	トルーディー が 2017 年 11 月 3 日 8 時 に 質問 を 受けた 。	トルーディー は それ を 2012 年 3 月 9 日 2 時 に 受けた 。	contradiction	23	年月日時
4935	パット が 2002 年 10 月 18 日 22 時 に 大掃除 を 始めた 。	パット は それ を 2009 年 8 月 11 日 19 時 に 始めた 。	contradiction	23	年月日時
4936	チャーリー が 2018 年 10 月 6 日 3 時 に 褒美 を 下さる た 。	チャーリー は それ を 2004 年 8 月 7 日 7 時 に 下さる た 。	contradiction	23	年月日時
4937	スティーブ が 2002 年 1 月 6 日 13 時 に 大通り を 練り歩いた 。	スティーブ は それ を 2015 年 5 月 9 日 6 時 に 練り歩いた 。	contradiction	23	年月日時
4938	ボブ が 2019 年 7 月 5 日 1 時 に 後遺症 を 起こした 。	ボブ は それ を 2003 年 7 月 17 日 12 時 に 起こした 。	contradiction	23	年月日時
4939	エレン が 2004 年 3 月 15 日 10 時 に 方針 を 指示 した 。	エレン は それ を 2004 年 7 月 15 日 9 時 に 指示 した 。	contradiction	23	年月日時
4940	フランク が 2018 年 11 月 11 日 8 時 に ３ 回 足 を 運んだ 。	フランク は それ を 2009 年 4 月 11 日 14 時 に 運んだ 。	contradiction	23	年月日時
4941	アリス が 2015 年 5 月 6 日 20 時 に 制度 を 引き継いだ 。	アリス は それ を 2013 年 8 月 24 日 3 時 に 引き継いだ 。	contradiction	23	年月日時
4942	ジャスティン が 2014 年 4 月 4 日 3 時 に 達成 を 狙った 。	ジャスティン は それ を 2013 年 5 月 8 日 21 時 に 狙った 。	contradiction	23	年月日時
4943	ゾーイ が 2007 年 7 月 17 日 16 時 に 大 恥 を 欠いた 。	ゾーイ は それ を 2004 年 11 月 10 日 8 時 に 欠いた 。	contradiction	23	年月日時
4944	パット が 2011 年 2 月 6 日 1 時 に 嘘 を 使った 。	パット は それ を 2019 年 10 月 7 日 18 時 に 使った 。	contradiction	23	年月日時
4945	マチルダ が 2005 年 1 月 18 日 13 時 に 研修 を 受講 した 。	マチルダ は それ を 2003 年 1 月 23 日 3 時 に 受講 した 。	contradiction	23	年月日時
4946	トレント が 2020 年 11 月 16 日 3 時 に 天秤 を 傾けた 。	トレント は それ を 2006 年 4 月 10 日 12 時 に 傾けた 。	contradiction	23	年月日時
4947	トルーディー が 2006 年 5 月 2 日 14 時 に 長官 を 辞任 した 。	トルーディー は それ を 2020 年 8 月 23 日 15 時 に 辞任 した 。	contradiction	23	年月日時
4948	トレント が 2013 年 6 月 22 日 4 時 に 申し込み 書 を 送った 。	トレント は それ を 2005 年 8 月 6 日 5 時 に 送った 。	contradiction	23	年月日時
4949	チャーリー が 2015 年 1 月 13 日 21 時 に 足 を 離した 。	チャーリー は それ を 2012 年 5 月 13 日 18 時 に 離した 。	contradiction	23	年月日時
4950	ジャスティン が 2011 年 1 月 16 日 15 時 に 杖 を 送った 。	ジャスティン は それ を 2015 年 7 月 14 日 15 時 に 送った 。	contradiction	23	年月日時
4951	アリス が 2 月 12 日 0 時 に 短 剣 を 突き付けた 。	アリス は それ を 11 月 1 日 17 時 に 突き付けた 。	contradiction	23	月日時
4952	アイザック が 2 月 10 日 23 時 に 看護 師 を 取得 した 。	アイザック は それ を 6 月 2 日 6 時 に 取得 した 。	contradiction	23	月日時
4953	トレント が 10 月 4 日 4 時 に 首位 を 狙った 。	トレント は それ を 3 月 12 日 17 時 に 狙った 。	contradiction	23	月日時
4954	ゾーイ が 2 月 11 日 10 時 に アドバイス を 行った 。	ゾーイ は それ を 3 月 22 日 15 時 に 行った 。	contradiction	23	月日時
4955	パット が 12 月 18 日 21 時 に 結論 を 発表 した 。	パット は それ を 7 月 26 日 0 時 に 発表 した 。	contradiction	23	月日時
4956	スティーブ が 6 月 23 日 17 時 に コミニュケーション を 盗った 。	スティーブ は それ を 6 月 5 日 20 時 に 盗った 。	contradiction	23	月日時
4957	トルーディー が 3 月 25 日 21 時 に 内情 を 聞いた 。	トルーディー は それ を 9 月 1 日 1 時 に 聞いた 。	contradiction	23	月日時
4958	フランク が 6 月 26 日 5 時 に 線香 を 送った 。	フランク は それ を 6 月 9 日 4 時 に 送った 。	contradiction	23	月日時
4959	ゾーイ が 10 月 10 日 14 時 に 交わり を 深めた 。	ゾーイ は それ を 2 月 1 日 5 時 に 深めた 。	contradiction	23	月日時
4960	トレント が 12 月 31 日 6 時 に セッティング を 始めた 。	トレント は それ を 2 月 5 日 2 時 に 始めた 。	contradiction	23	月日時
4961	トルーディー が 7 月 10 日 7 時 に コント を 見せた 。	トルーディー は それ を 7 月 4 日 22 時 に 見せた 。	contradiction	23	月日時
4962	キャロル が 3 月 21 日 17 時 に 顧問 を 勤めた 。	キャロル は それ を 9 月 26 日 20 時 に 勤めた 。	contradiction	23	月日時
4963	フランク が 8 月 27 日 16 時 に 調節 を 行った 。	フランク は それ を 3 月 15 日 14 時 に 行った 。	contradiction	23	月日時
4964	ペギー が 3 月 8 日 0 時 に 指輪 を 贈った 。	ペギー は それ を 12 月 31 日 22 時 に 贈った 。	contradiction	23	月日時
4965	パット が 4 月 5 日 10 時 に 本当 気 を 使った 。	パット は それ を 10 月 22 日 22 時 に 使った 。	contradiction	23	月日時
4966	ジャスティン が 9 月 15 日 15 時 に 水準 を 決定 した 。	ジャスティン は それ を 1 月 16 日 1 時 に 決定 した 。	contradiction	23	月日時
4967	アイザック が 6 月 29 日 15 時 に 云々 を 知った 。	アイザック は それ を 11 月 24 日 17 時 に 知った 。	contradiction	23	月日時
4968	ジャスティン が 2 月 24 日 17 時 に 申し出 を 受けた 。	ジャスティン は それ を 3 月 18 日 13 時 に 受けた 。	contradiction	23	月日時
4969	マレット が 11 月 15 日 7 時 に 王座 を 目指した 。	マレット は それ を 5 月 11 日 13 時 に 目指した 。	contradiction	23	月日時
4970	ビクター が 11 月 3 日 22 時 に 相談 役 を 務めた 。	ビクター は それ を 7 月 12 日 6 時 に 務めた 。	contradiction	23	月日時
4971	マチルダ が 7 月 25 日 18 時 に 光景 を 撮影 した 。	マチルダ は それ を 2 月 20 日 10 時 に 撮影 した 。	contradiction	23	月日時
4972	フランク が 6 月 21 日 8 時 に 合意 を 結んだ 。	フランク は それ を 8 月 8 日 17 時 に 結んだ 。	contradiction	23	月日時
4973	プロッド が 2 月 21 日 18 時 に 疲労 感 を 訴えた 。	プロッド は それ を 5 月 19 日 10 時 に 訴えた 。	contradiction	23	月日時
4974	マーヴィン が 12 月 16 日 4 時 に 中毒 を 発症 した 。	マーヴィン は それ を 12 月 12 日 9 時 に 発症 した 。	contradiction	23	月日時
4975	アリス が 7 月 10 日 21 時 に 歩 足 を 踏み入れた 。	アリス は それ を 8 月 17 日 15 時 に 踏み入れた 。	contradiction	23	月日時
4976	イブ が 3 月 14 日 3 時 に 中々 手 を 出した 。	イブ は それ を 9 月 10 日 20 時 に 出した 。	contradiction	23	月日時
4977	イブ が 10 月 20 日 5 時 に プロフ を 書いた 。	イブ は それ を 3 月 27 日 11 時 に 書いた 。	contradiction	23	月日時
4978	スティーブ が 11 月 22 日 5 時 に 福 を 貰った 。	スティーブ は それ を 8 月 15 日 19 時 に 貰った 。	contradiction	23	月日時
4979	イヴァン が 7 月 18 日 15 時 に 期待 感 を 語った 。	イヴァン は それ を 2 月 13 日 21 時 に 語った 。	contradiction	23	月日時
4980	イブ が 7 月 9 日 20 時 に トピ を 診た 。	イブ は それ を 9 月 27 日 15 時 に 診た 。	contradiction	23	月日時
4981	スティーブ が 2 月 20 日 22 時 に 記録 を 樹立 した 。	スティーブ は それ を 3 月 30 日 16 時 に 樹立 した 。	contradiction	23	月日時
4982	マレット が 10 月 12 日 19 時 に 前足 を 上げた 。	マレット は それ を 11 月 2 日 12 時 に 上げた 。	contradiction	23	月日時
4983	イブ が 9 月 18 日 10 時 に 右翼 を 守った 。	イブ は それ を 4 月 19 日 1 時 に 守った 。	contradiction	23	月日時
4984	トルーディー が 12 月 11 日 22 時 に 彼女 を 抱き締めた 。	トルーディー は それ を 6 月 23 日 22 時 に 抱き締めた 。	contradiction	23	月日時
4985	キャロル が 8 月 11 日 14 時 に ベルギー を 訪れた 。	キャロル は それ を 1 月 2 日 2 時 に 訪れた 。	contradiction	23	月日時
4986	プロッド が 4 月 20 日 14 時 に 特許 料 を 支払った 。	プロッド は それ を 7 月 7 日 22 時 に 支払った 。	contradiction	23	月日時
4987	ボブ が 6 月 4 日 14 時 に 適用 を 行った 。	ボブ は それ を 11 月 7 日 22 時 に 行った 。	contradiction	23	月日時
4988	ジャスティン が 2 月 11 日 3 時 に 提言 を 述べた 。	ジャスティン は それ を 11 月 15 日 3 時 に 述べた 。	contradiction	23	月日時
4989	ゾーイ が 3 月 11 日 0 時 に 盛会 を 祈った 。	ゾーイ は それ を 2 月 11 日 1 時 に 祈った 。	contradiction	23	月日時
4990	エレン が 10 月 22 日 22 時 に 懇話 会 を 開いた 。	エレン は それ を 3 月 8 日 12 時 に 開いた 。	contradiction	23	月日時
4991	デイヴ が 5 月 4 日 9 時 に 養護 を 行った 。	デイヴ は それ を 10 月 25 日 3 時 に 行った 。	contradiction	23	月日時
4992	プロッド が 3 月 22 日 0 時 に 首 を 引っ張った 。	プロッド は それ を 7 月 3 日 13 時 に 引っ張った 。	contradiction	23	月日時
4993	プロッド が 3 月 29 日 21 時 に 頭 を 傾げた 。	プロッド は それ を 11 月 30 日 13 時 に 傾げた 。	contradiction	23	月日時
4994	トルーディー が 7 月 16 日 15 時 に 結構 気 を 使った 。	トルーディー は それ を 1 月 28 日 2 時 に 使った 。	contradiction	23	月日時
4995	ゾーイ が 12 月 15 日 3 時 に 家族 を サポート した 。	ゾーイ は それ を 5 月 23 日 19 時 に サポート した 。	contradiction	23	月日時
4996	ペギー が 1 月 25 日 4 時 に コスト を 決定 した 。	ペギー は それ を 7 月 11 日 0 時 に 決定 した 。	contradiction	23	月日時
4997	マロリー が 5 月 20 日 8 時 に 取材 を 受けた 。	マロリー は それ を 6 月 23 日 3 時 に 受けた 。	contradiction	23	月日時
4998	パット が 4 月 25 日 20 時 に 富良野 を 訪れた 。	パット は それ を 11 月 26 日 0 時 に 訪れた 。	contradiction	23	月日時
4999	ウォルター が 1 月 12 日 23 時 に 診察 料 を 払った 。	ウォルター は それ を 4 月 22 日 8 時 に 払った 。	contradiction	23	月日時
5000	スティーブ が 8 月 2 日 14 時 に 頸 を 振った 。	スティーブ は それ を 11 月 15 日 1 時 に 振った 。	contradiction	23	月日時
5001	キャロル が 9 日 19 時 に 会談 を 開いた 。	キャロル は それ を 20 日 11 時 に 開いた 。	contradiction	23	日時
5002	スティーブ が 1 日 9 時 に 発言 を 行った 。	スティーブ は それ を 10 日 0 時 に 行った 。	contradiction	23	日時
5003	オスカー が 9 日 17 時 に 念 を 述べた 。	オスカー は それ を 3 日 2 時 に 述べた 。	contradiction	23	日時
5004	ゾーイ が 6 日 18 時 に ホームページ を 提供 した 。	ゾーイ は それ を 22 日 20 時 に 提供 した 。	contradiction	23	日時
5005	ビクター が 19 日 22 時 に オッパイ を 揚げた 。	ビクター は それ を 7 日 7 時 に 揚げた 。	contradiction	23	日時
5006	スティーブ が 14 日 20 時 に 力 を 発揮 した 。	スティーブ は それ を 27 日 10 時 に 発揮 した 。	contradiction	23	日時
5007	イヴァン が 21 日 19 時 に 合意 を 結んだ 。	イヴァン は それ を 3 日 18 時 に 結んだ 。	contradiction	23	日時
5008	マロリー が 28 日 17 時 に 融合 を 果たした 。	マロリー は それ を 15 日 19 時 に 果たした 。	contradiction	23	日時
5009	マロリー が 18 日 21 時 に 構図 を 変えた 。	マロリー は それ を 14 日 9 時 に 変えた 。	contradiction	23	日時
5010	ペギー が 14 日 18 時 に 嘲笑 を 浮かべた 。	ペギー は それ を 28 日 14 時 に 浮かべた 。	contradiction	23	日時
5011	ペギー が 13 日 6 時 に 道筋 を 立てた 。	ペギー は それ を 5 日 12 時 に 立てた 。	contradiction	23	日時
5012	ボブ が 12 日 3 時 に 習得 を 始めた 。	ボブ は それ を 27 日 5 時 に 始めた 。	contradiction	23	日時
5013	マーヴィン が 6 日 4 時 に 葉っぱ を 貰った 。	マーヴィン は それ を 5 日 6 時 に 貰った 。	contradiction	23	日時
5014	ジャスティン が 15 日 20 時 に 進路 を 伝えた 。	ジャスティン は それ を 14 日 6 時 に 伝えた 。	contradiction	23	日時
5015	プロッド が 30 日 10 時 に 調査 を 提出 した 。	プロッド は それ を 27 日 10 時 に 提出 した 。	contradiction	23	日時
5016	アリス が 26 日 6 時 に 舌 を 掴んだ 。	アリス は それ を 29 日 14 時 に 掴んだ 。	contradiction	23	日時
5017	トレント が 13 日 3 時 に 自宅 を 訪れた 。	トレント は それ を 20 日 6 時 に 訪れた 。	contradiction	23	日時
5018	ウォルター が 5 日 3 時 に 力 を 繰れた 。	ウォルター は それ を 7 日 8 時 に 繰れた 。	contradiction	23	日時
5019	チャーリー が 30 日 11 時 に 声明 文 を 送った 。	チャーリー は それ を 28 日 18 時 に 送った 。	contradiction	23	日時
5020	アイザック が 15 日 7 時 に 散会 を 致した 。	アイザック は それ を 25 日 5 時 に 致した 。	contradiction	23	日時
5021	チャーリー が 13 日 3 時 に ディスカッション を 始めた 。	チャーリー は それ を 20 日 13 時 に 始めた 。	contradiction	23	日時
5022	イヴァン が 26 日 23 時 に 中々 手 を 出した 。	イヴァン は それ を 1 日 4 時 に 出した 。	contradiction	23	日時
5023	ウォルター が 14 日 22 時 に 方々 を 案内 した 。	ウォルター は それ を 14 日 7 時 に 案内 した 。	contradiction	23	日時
5024	キャロル が 18 日 6 時 に 展 を 開いた 。	キャロル は それ を 5 日 20 時 に 開いた 。	contradiction	23	日時
5025	マロリー が 23 日 4 時 に 手解き を 行った 。	マロリー は それ を 27 日 10 時 に 行った 。	contradiction	23	日時
5026	エレン が 15 日 5 時 に 婚礼 を 挙げた 。	エレン は それ を 14 日 11 時 に 挙げた 。	contradiction	23	日時
5027	スティーブ が 14 日 19 時 に 移籍 先 を 決めた 。	スティーブ は それ を 9 日 19 時 に 決めた 。	contradiction	23	日時
5028	ウォルター が 22 日 2 時 に 注意 を 傾けた 。	ウォルター は それ を 2 日 9 時 に 傾けた 。	contradiction	23	日時
5029	ウォルター が 29 日 21 時 に 山容 を 見せた 。	ウォルター は それ を 27 日 9 時 に 見せた 。	contradiction	23	日時
5030	プロッド が 24 日 5 時 に 行政 権 を 持った 。	プロッド は それ を 19 日 11 時 に 持った 。	contradiction	23	日時
5031	パット が 7 日 3 時 に 彼 を 切った 。	パット は それ を 9 日 15 時 に 切った 。	contradiction	23	日時
5032	フランク が 15 日 7 時 に 広島 を 訪問 した 。	フランク は それ を 26 日 10 時 に 訪問 した 。	contradiction	23	日時
5033	アリス が 12 日 10 時 に 都 有事 を 知った 。	アリス は それ を 16 日 2 時 に 知った 。	contradiction	23	日時
5034	アイザック が 14 日 2 時 に 唾 を 飲んだ 。	アイザック は それ を 18 日 17 時 に 飲んだ 。	contradiction	23	日時
5035	ビクター が 16 日 0 時 に 戦略 を 語った 。	ビクター は それ を 14 日 20 時 に 語った 。	contradiction	23	日時
5036	オスカー が 25 日 9 時 に 金 を 握った 。	オスカー は それ を 7 日 2 時 に 握った 。	contradiction	23	日時
5037	イブ が 15 日 19 時 に 相談 を 承った 。	イブ は それ を 12 日 6 時 に 承った 。	contradiction	23	日時
5038	デイヴ が 22 日 14 時 に 損害 金 を 支払った 。	デイヴ は それ を 29 日 9 時 に 支払った 。	contradiction	23	日時
5039	マチルダ が 22 日 6 時 に 両方 を 獲得 した 。	マチルダ は それ を 5 日 8 時 に 獲得 した 。	contradiction	23	日時
5040	ウォルター が 10 日 11 時 に 分担 を 果たした 。	ウォルター は それ を 28 日 20 時 に 果たした 。	contradiction	23	日時
5041	エレン が 27 日 23 時 に 突然 目 を 覚ました 。	エレン は それ を 22 日 12 時 に 覚ました 。	contradiction	23	日時
5042	トレント が 14 日 12 時 に 活動 を 行った 。	トレント は それ を 27 日 19 時 に 行った 。	contradiction	23	日時
5043	イブ が 26 日 1 時 に 再審 を 認めた 。	イブ は それ を 1 日 7 時 に 認めた 。	contradiction	23	日時
5044	ボブ が 12 日 4 時 に 歓談 を した 。	ボブ は それ を 24 日 14 時 に した 。	contradiction	23	日時
5045	マレット が 29 日 5 時 に メガホン を 執った 。	マレット は それ を 9 日 19 時 に 執った 。	contradiction	23	日時
5046	ウォルター が 1 日 10 時 に メール を 行った 。	ウォルター は それ を 2 日 20 時 に 行った 。	contradiction	23	日時
5047	マチルダ が 1 日 1 時 に アーサナ を 行った 。	マチルダ は それ を 26 日 10 時 に 行った 。	contradiction	23	日時
5048	マチルダ が 9 日 0 時 に 思い出 話 を した 。	マチルダ は それ を 20 日 18 時 に した 。	contradiction	23	日時
5049	マチルダ が 7 日 5 時 に 賛美 を 送った 。	マチルダ は それ を 3 日 3 時 に 送った 。	contradiction	23	日時
5050	キャロル が 19 日 10 時 に 触れ合い を 深めた 。	キャロル は それ を 19 日 17 時 に 深めた 。	contradiction	23	日時
5051	プロッド が 14 時 に 日本 を 訪れた 。	プロッド は それ を 5 時 に 訪れた 。	contradiction	23	時
5052	エレン が 17 時 に 自営 業 を 継いだ 。	エレン は それ を 7 時 に 継いだ 。	contradiction	23	時
5053	フランク が 14 時 に 止め 剤 を 塗った 。	フランク は それ を 22 時 に 塗った 。	contradiction	23	時
5054	スティーブ が 22 時 に メルマガ を 送った 。	スティーブ は それ を 15 時 に 送った 。	contradiction	23	時
5055	イブ が 8 時 に 棒 を 出した 。	イブ は それ を 14 時 に 出した 。	contradiction	23	時
5056	ウォルター が 22 時 に 合意 を 結んだ 。	ウォルター は それ を 4 時 に 結んだ 。	contradiction	23	時
5057	スティーブ が 1 時 に 衆院 を 解散 した 。	スティーブ は それ を 7 時 に 解散 した 。	contradiction	23	時
5058	オスカー が 19 時 に 申し合わせ を 致した 。	オスカー は それ を 5 時 に 致した 。	contradiction	23	時
5059	デイヴ が 6 時 に 笑み を 消した 。	デイヴ は それ を 0 時 に 消した 。	contradiction	23	時
5060	トルーディー が 11 時 に 苦労 を 伺った 。	トルーディー は それ を 3 時 に 伺った 。	contradiction	23	時
5061	ペギー が 9 時 に コマンド を 作成 した 。	ペギー は それ を 9 時 に 作成 した 。	entailment	23	時
5062	オスカー が 8 時 に 分析 を 報告 した 。	オスカー は それ を 4 時 に 報告 した 。	contradiction	23	時
5063	プロッド が 14 時 に 愛車 を サポート した 。	プロッド は それ を 20 時 に サポート した 。	contradiction	23	時
5064	ウォルター が 14 時 に 死体 を 流した 。	ウォルター は それ を 8 時 に 流した 。	contradiction	23	時
5065	オスカー が 0 時 に 泣き を 入れた 。	オスカー は それ を 13 時 に 入れた 。	contradiction	23	時
5066	アイザック が 1 時 に 振興 賞 を 受賞 した 。	アイザック は それ を 16 時 に 受賞 した 。	contradiction	23	時
5067	ゾーイ が 6 時 に 表情 を 現した 。	ゾーイ は それ を 0 時 に 現した 。	contradiction	23	時
5068	ペギー が 2 時 に 唇 を 開いた 。	ペギー は それ を 2 時 に 開いた 。	entailment	23	時
5069	イブ が 16 時 に 提訴 を 起こした 。	イブ は それ を 22 時 に 起こした 。	contradiction	23	時
5070	アイザック が 10 時 に 自営 業 を 継いだ 。	アイザック は それ を 21 時 に 継いだ 。	contradiction	23	時
5071	デイヴ が 18 時 に 茶々 を 入れた 。	デイヴ は それ を 17 時 に 入れた 。	contradiction	23	時
5072	トレント が 6 時 に 溜め息 を 突いた 。	トレント は それ を 19 時 に 突いた 。	contradiction	23	時
5073	ジャスティン が 21 時 に 通報 を 行った 。	ジャスティン は それ を 4 時 に 行った 。	contradiction	23	時
5074	トレント が 12 時 に 下着 を 送った 。	トレント は それ を 1 時 に 送った 。	contradiction	23	時
5075	アリス が 14 時 に 請願 書 を 手渡した 。	アリス は それ を 9 時 に 手渡した 。	contradiction	23	時
5076	マロリー が 4 時 に フラダンス を 楽しんだ 。	マロリー は それ を 14 時 に 楽しんだ 。	contradiction	23	時
5077	プロッド が 1 時 に 目録 を 受け取った 。	プロッド は それ を 4 時 に 受け取った 。	contradiction	23	時
5078	ビクター が 7 時 に カルテ を 出した 。	ビクター は それ を 14 時 に 出した 。	contradiction	23	時
5079	ボブ が 23 時 に 黄葉 を 楽しんだ 。	ボブ は それ を 3 時 に 楽しんだ 。	contradiction	23	時
5080	トルーディー が 4 時 に 読者 を 案内 した 。	トルーディー は それ を 22 時 に 案内 した 。	contradiction	23	時
5081	マチルダ が 21 時 に トップ 校 を 目指した 。	マチルダ は それ を 22 時 に 目指した 。	contradiction	23	時
5082	ビクター が 9 時 に パイプ 役 を 果たした 。	ビクター は それ を 20 時 に 果たした 。	contradiction	23	時
5083	ボブ が 9 時 に 関心 を 傾けた 。	ボブ は それ を 2 時 に 傾けた 。	contradiction	23	時
5084	マチルダ が 0 時 に 人差し指 を 向けた 。	マチルダ は それ を 8 時 に 向けた 。	contradiction	23	時
5085	チャーリー が 20 時 に 学生 を 案内 した 。	チャーリー は それ を 12 時 に 案内 した 。	contradiction	23	時
5086	ボブ が 18 時 に 自営 業 を 継いだ 。	ボブ は それ を 5 時 に 継いだ 。	contradiction	23	時
5087	ゾーイ が 3 時 に 樹立 を 目指した 。	ゾーイ は それ を 17 時 に 目指した 。	contradiction	23	時
5088	ジャスティン が 4 時 に 唐辛子 を 食べた 。	ジャスティン は それ を 18 時 に 食べた 。	contradiction	23	時
5089	ボブ が 10 時 に チケット 代 を 支払った 。	ボブ は それ を 10 時 に 支払った 。	entailment	23	時
5090	マチルダ が 13 時 に ストリート を 歩いた 。	マチルダ は それ を 11 時 に 歩いた 。	contradiction	23	時
5091	アリス が 22 時 に ナレーション を 行った 。	アリス は それ を 8 時 に 行った 。	contradiction	23	時
5092	フランク が 13 時 に 基準 を 定めた 。	フランク は それ を 0 時 に 定めた 。	contradiction	23	時
5093	キャロル が 23 時 に スイッチ を 開発 した 。	キャロル は それ を 16 時 に 開発 した 。	contradiction	23	時
5094	ビクター が 9 時 に 式 を やった 。	ビクター は それ を 7 時 に やった 。	contradiction	23	時
5095	パット が 20 時 に 色々 話 を した 。	パット は それ を 9 時 に した 。	contradiction	23	時
5096	マチルダ が 8 時 に 躍進 を 目指した 。	マチルダ は それ を 13 時 に 目指した 。	contradiction	23	時
5097	アリス が 2 時 に 主 を 愛した 。	アリス は それ を 20 時 に 愛した 。	contradiction	23	時
5098	パット が 22 時 に 不満 を 感じた 。	パット は それ を 20 時 に 感じた 。	contradiction	23	時
5099	チャーリー が 20 時 に 拾い物 を した 。	チャーリー は それ を 20 時 に した 。	entailment	23	時
5100	アイザック が 9 時 に 被曝 を 受けた 。	アイザック は それ を 14 時 に 受けた 。	contradiction	23	時
5101	マロリー が 3 年間 以内 に 釉 を 駆けた 。 マロリー は 2009 年 に そ の 釉 を 駆け 始めた 。	マロリー は 2017 年 まで に そ の 釉 を 駆け 終えた 。	entailment	25	年
5102	ジャスティン が 6 年間 以内 に レンズ を 発表 した 。 ジャスティン は 2013 年 に その レンズ を 発表 し 始めた 。	ジャスティン は 2012 年 まで に その レンズ を 発表 し 終えた 。	contradiction	25	年
5103	ジャスティン が 1 年間 以内 に 学長 を 訪問 した 。 ジャスティン は 2011 年 に その 学長 を 訪問 し 始めた 。	ジャスティン は 2011 年 まで に その 学長 を 訪問 し 終えた 。	neutral	25	年
5104	マーヴィン が 9 年間 以内 に キス を 待った 。 マーヴィン は 2012 年 に その キス を 待ち 始めた 。	マーヴィン は 2016 年 まで に その キス を 待ち 終えた 。	neutral	25	年
5105	マチルダ が 4 年間 以内 に 特許 料 を 支払った 。 マチルダ は 2005 年 に その 特許 料 を 支払い 始めた 。	マチルダ は 2014 年 まで に その 特許 料 を 支払い 終えた 。	entailment	25	年
5106	フランク が 5 年間 以内 に 受賞 を 決めた 。 フランク は 2001 年 に その 受賞 を 決め 始めた 。	フランク は 2017 年 まで に その 受賞 を 決め 終えた 。	entailment	25	年
5107	デイヴ が 9 年間 以内 に 斎場 を 案内 した 。 デイヴ は 2009 年 に その 斎場 を 案内 し 始めた 。	デイヴ は 2012 年 まで に その 斎場 を 案内 し 終えた 。	neutral	25	年
5108	イヴァン が 9 年間 以内 に 大見得 を 切った 。 イヴァン は 2012 年 に その 大見得 を 切り 始めた 。	イヴァン は 2003 年 まで に その 大見得 を 切り 終えた 。	contradiction	25	年
5109	ボブ が 2 年間 以内 に 衆議院 を 解散 した 。 ボブ は 2008 年 に その 衆議院 を 解散 し 始めた 。	ボブ は 2012 年 まで に その 衆議院 を 解散 し 終えた 。	entailment	25	年
5110	イブ が 3 年間 以内 に 失敗 談 を 聞いた 。 イブ は 2004 年 に その 失敗 談 を 聞き 始めた 。	イブ は 2019 年 まで に その 失敗 談 を 聞き 終えた 。	entailment	25	年
5111	フランク が 1 年間 以内 に 拳 を 上げた 。 フランク は 2007 年 に その 拳 を 上げ 始めた 。	フランク は 2003 年 まで に その 拳 を 上げ 終えた 。	contradiction	25	年
5112	スティーブ が 5 年間 以内 に アフガニスタン を 訪問 した 。 スティーブ は 2015 年 に その アフガニスタン を 訪問 し 始めた 。	スティーブ は 2002 年 まで に その アフガニスタン を 訪問 し 終えた 。	contradiction	25	年
5113	スティーブ が 4 年間 以内 に 後ろ足 を 上げた 。 スティーブ は 2019 年 に その 後ろ足 を 上げ 始めた 。	スティーブ は 2017 年 まで に その 後ろ足 を 上げ 終えた 。	contradiction	25	年
5114	ジャスティン が 8 年間 以内 に 回答 書 を 受け取った 。 ジャスティン は 2015 年 に その 回答 書 を 受け取り 始めた 。	ジャスティン は 2005 年 まで に その 回答 書 を 受け取り 終えた 。	contradiction	25	年
5115	ビクター が 8 年間 以内 に 掲載 を 致した 。 ビクター は 2005 年 に その 掲載 を 致し 始めた 。	ビクター は 2017 年 まで に その 掲載 を 致し 終えた 。	entailment	25	年
5116	ウォルター が 4 年間 以内 に コンサルティング を 致した 。 ウォルター は 2000 年 に その コンサルティング を 致し 始めた 。	ウォルター は 2012 年 まで に その コンサルティング を 致し 終えた 。	entailment	25	年
5117	オスカー が 7 年間 以内 に 学園 を 訪問 した 。 オスカー は 2016 年 に その 学園 を 訪問 し 始めた 。	オスカー は 2020 年 まで に その 学園 を 訪問 し 終えた 。	neutral	25	年
5118	マチルダ が 4 年間 以内 に 様子 を 表した 。 マチルダ は 2018 年 に その 様子 を 表し 始めた 。	マチルダ は 2004 年 まで に その 様子 を 表し 終えた 。	contradiction	25	年
5119	イブ が 6 年間 以内 に 群れ を 成した 。 イブ は 2000 年 に その 群れ を 成し 始めた 。	イブ は 2018 年 まで に その 群れ を 成し 終えた 。	entailment	25	年
