num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
858	アイザック は 3 月 以来 、 勝ち越し 弾 を 決めて いる 。 現在 、 10 月 である 。	アイザック は 8 月 に 勝ち越し 弾 を 決めた 。	entailment	3	月	random	以来（テイル形）
859	ペギー は 1 月 以来 、 考え 方 を 取って いる 。 現在 、 8 月 である 。	ペギー は 7 月 に 考え 方 を 取った 。	entailment	3	月	random	以来（テイル形）
860	チャーリー は 2 月 以来 、 付き合い を 始めて いる 。 現在 、 11 月 である 。	チャーリー は 5 月 に 付き合い を 始めた 。	entailment	3	月	random	以来（テイル形）
861	キャロル は 12 月 以来 、 問い合わせ を 受けて いる 。 現在 、 3 月 である 。	キャロル は 10 月 に 問い合わせ を 受けた 。	contradiction	3	月	random	以来（テイル形）
862	イヴァン は 10 月 以来 、 価額 を 決定 して いる 。 現在 、 8 月 である 。	イヴァン は 1 月 に 価額 を 決定 した 。	contradiction	3	月	random	以来（テイル形）
863	トレント は 12 月 以来 、 リスタート を 切って いる 。 現在 、 1 月 である 。	トレント は 7 月 に リスタート を 切った 。	contradiction	3	月	random	以来（テイル形）
864	イブ は 4 月 以来 、 アップ を 見せて いる 。 現在 、 2 月 である 。	イブ は 3 月 に アップ を 見せた 。	contradiction	3	月	random	以来（テイル形）
865	チャーリー は 10 月 以来 、 苗 を 贈って いる 。 現在 、 9 月 である 。	チャーリー は 5 月 に 苗 を 贈った 。	contradiction	3	月	random	以来（テイル形）
866	マーヴィン は 5 月 以来 、 表明 を 行って いる 。 現在 、 3 月 である 。	マーヴィン は 1 月 に 表明 を 行った 。	contradiction	3	月	random	以来（テイル形）
867	エレン は 6 月 以来 、 会報 を 作成 して いる 。 現在 、 12 月 である 。	エレン は 5 月 に 会報 を 作成 した 。	contradiction	3	月	random	以来（テイル形）
868	フランク は 11 月 以来 、 柚子 を 貰って いる 。 現在 、 12 月 である 。	フランク は 6 月 に 柚子 を 貰った 。	contradiction	3	月	random	以来（テイル形）
869	ジャスティン は 9 月 以来 、 発言 を 受け取って いる 。 現在 、 8 月 である 。	ジャスティン は 7 月 に 発言 を 受け取った 。	contradiction	3	月	random	以来（テイル形）
870	プロッド は 10 月 以来 、 評論 を 発表 して いる 。 現在 、 9 月 である 。	プロッド は 6 月 に 評論 を 発表 した 。	contradiction	3	月	random	以来（テイル形）
871	マチルダ は 4 月 以来 、 竿 を 上げて いる 。 現在 、 6 月 である 。	マチルダ は 12 月 に 竿 を 上げた 。	neutral	3	月	random	以来（テイル形）
872	ジャスティン は 6 月 以来 、 要請 書 を 提出 して いる 。 現在 、 7 月 である 。	ジャスティン は 12 月 に 要請 書 を 提出 した 。	neutral	3	月	random	以来（テイル形）
873	フランク は 5 月 以来 、 氷 を 掻いて いる 。 現在 、 6 月 である 。	フランク は 9 月 に 氷 を 掻いた 。	neutral	3	月	random	以来（テイル形）
874	マーヴィン は 3 月 以来 、 機動 力 を 発揮 して いる 。 現在 、 2 月 である 。	マーヴィン は 6 月 に 機動 力 を 発揮 した 。	neutral	3	月	random	以来（テイル形）
875	ゾーイ は 1 月 以来 、 男 を 掛けて いる 。 現在 、 8 月 である 。	ゾーイ は 9 月 に 男 を 掛けた 。	neutral	3	月	random	以来（テイル形）
876	チャーリー は 2 月 以来 、 推薦 状 を 提出 して いる 。 現在 、 6 月 である 。	チャーリー は 7 月 に 推薦 状 を 提出 した 。	neutral	3	月	random	以来（テイル形）
877	ビクター は 4 月 以来 、 入浴 料 を 支払って いる 。 現在 、 6 月 である 。	ビクター は 8 月 に 入浴 料 を 支払った 。	neutral	3	月	random	以来（テイル形）
878	ビクター は 1 月 以来 、 地代 を 支払って いる 。 現在 、 2 月 である 。	ビクター は 8 月 に 地代 を 支払った 。	neutral	3	月	random	以来（テイル形）
879	プロッド は 5 月 以来 、 情報 を 提供 して いる 。 現在 、 8 月 である 。	プロッド は 9 月 に 情報 を 提供 した 。	neutral	3	月	random	以来（テイル形）
880	マーヴィン は 7 月 以来 、 昇格 を 果たして いる 。 現在 、 4 月 である 。	マーヴィン は 11 月 に 昇格 を 果たした 。	neutral	3	月	random	以来（テイル形）
911	フランク は 7 月 28 日 以来 、 声 を 揃えて いる 。 現在 、 9 月 1 日 である 。	フランク は 8 月 21 日 に 声 を 揃えた 。	entailment	3	月日	random	以来（テイル形）
912	ウォルター は 2 月 7 日 以来 、 利益 を 被って いる 。 現在 、 7 月 28 日 である 。	ウォルター は 4 月 8 日 に 利益 を 被った 。	entailment	3	月日	random	以来（テイル形）
913	マチルダ は 4 月 17 日 以来 、 面談 を 行って いる 。 現在 、 6 月 4 日 である 。	マチルダ は 5 月 24 日 に 面談 を 行った 。	entailment	3	月日	random	以来（テイル形）
914	イブ は 2 月 8 日 以来 、 事務 を 代行 して いる 。 現在 、 5 月 28 日 である 。	イブ は 5 月 22 日 に 事務 を 代行 した 。	entailment	3	月日	random	以来（テイル形）
915	アリス は 3 月 30 日 以来 、 広告 を 発信 して いる 。 現在 、 11 月 2 日 である 。	アリス は 10 月 8 日 に 広告 を 発信 した 。	entailment	3	月日	random	以来（テイル形）
916	オスカー は 10 月 16 日 以来 、 練習 法 を 教えて いる 。 現在 、 12 月 18 日 である 。	オスカー は 11 月 27 日 に 練習 法 を 教えた 。	entailment	3	月日	random	以来（テイル形）
917	アリス は 1 月 17 日 以来 、 牛肉 を 貰って いる 。 現在 、 11 月 18 日 である 。	アリス は 1 月 25 日 に 牛肉 を 貰った 。	entailment	3	月日	random	以来（テイル形）
918	アリス は 1 月 8 日 以来 、 酒 を 提供 して いる 。 現在 、 9 月 26 日 である 。	アリス は 1 月 11 日 に 酒 を 提供 した 。	entailment	3	月日	random	以来（テイル形）
919	マチルダ は 1 月 29 日 以来 、 知人 を 案内 して いる 。 現在 、 9 月 20 日 である 。	マチルダ は 6 月 2 日 に 知人 を 案内 した 。	entailment	3	月日	random	以来（テイル形）
920	トレント は 6 月 21 日 以来 、 馬脚 を 現して いる 。 現在 、 12 月 9 日 である 。	トレント は 6 月 24 日 に 馬脚 を 現した 。	entailment	3	月日	random	以来（テイル形）
921	アリス は 4 月 13 日 以来 、 君 を 愛して いる 。 現在 、 7 月 4 日 である 。	アリス は 2 月 7 日 に 君 を 愛した 。	contradiction	3	月日	random	以来（テイル形）
922	ビクター は 11 月 4 日 以来 、 本当 気 を 使って いる 。 現在 、 7 月 9 日 である 。	ビクター は 1 月 12 日 に 本当 気 を 使った 。	contradiction	3	月日	random	以来（テイル形）
923	マーヴィン は 11 月 22 日 以来 、 執行 を 行って いる 。 現在 、 11 月 25 日 である 。	マーヴィン は 3 月 3 日 に 執行 を 行った 。	contradiction	3	月日	random	以来（テイル形）
924	フランク は 9 月 9 日 以来 、 入札 を 待って いる 。 現在 、 1 月 16 日 である 。	フランク は 8 月 4 日 に 入札 を 待った 。	contradiction	3	月日	random	以来（テイル形）
925	エレン は 6 月 23 日 以来 、 タイム を 切って いる 。 現在 、 2 月 4 日 である 。	エレン は 4 月 29 日 に タイム を 切った 。	contradiction	3	月日	random	以来（テイル形）
926	アリス は 9 月 12 日 以来 、 皮膚 を 切って いる 。 現在 、 8 月 27 日 である 。	アリス は 1 月 25 日 に 皮膚 を 切った 。	contradiction	3	月日	random	以来（テイル形）
927	アリス は 4 月 23 日 以来 、 プロフィール を 書いて いる 。 現在 、 8 月 26 日 である 。	アリス は 4 月 1 日 に プロフィール を 書いた 。	contradiction	3	月日	random	以来（テイル形）
928	デイヴ は 10 月 7 日 以来 、 ディレクトリ を 作成 して いる 。 現在 、 2 月 17 日 である 。	デイヴ は 3 月 6 日 に ディレクトリ を 作成 した 。	contradiction	3	月日	random	以来（テイル形）
929	パット は 10 月 25 日 以来 、 グランプリ を 目指して いる 。 現在 、 8 月 10 日 である 。	パット は 4 月 12 日 に グランプリ を 目指した 。	contradiction	3	月日	random	以来（テイル形）
930	マロリー は 7 月 13 日 以来 、 指導 を 承って いる 。 現在 、 10 月 10 日 である 。	マロリー は 3 月 26 日 に 指導 を 承った 。	contradiction	3	月日	random	以来（テイル形）
931	キャロル は 1 月 25 日 以来 、 気 を 向けて いる 。 現在 、 6 月 16 日 である 。	キャロル は 12 月 29 日 に 気 を 向けた 。	neutral	3	月日	random	以来（テイル形）
932	プロッド は 1 月 17 日 以来 、 酸欠 を 起こして いる 。 現在 、 1 月 29 日 である 。	プロッド は 10 月 21 日 に 酸欠 を 起こした 。	neutral	3	月日	random	以来（テイル形）
933	エレン は 1 月 5 日 以来 、 デュエル を 開始 して いる 。 現在 、 5 月 28 日 である 。	エレン は 11 月 26 日 に デュエル を 開始 した 。	neutral	3	月日	random	以来（テイル形）
934	トルーディー は 8 月 1 日 以来 、 北朝鮮 を 訪れて いる 。 現在 、 11 月 11 日 である 。	トルーディー は 12 月 13 日 に 北朝鮮 を 訪れた 。	neutral	3	月日	random	以来（テイル形）
935	ゾーイ は 6 月 16 日 以来 、 勲章 を 受章 して いる 。 現在 、 2 月 7 日 である 。	ゾーイ は 8 月 26 日 に 勲章 を 受章 した 。	neutral	3	月日	random	以来（テイル形）
936	アイザック は 3 月 23 日 以来 、 職務 を 代行 して いる 。 現在 、 4 月 16 日 である 。	アイザック は 9 月 7 日 に 職務 を 代行 した 。	neutral	3	月日	random	以来（テイル形）
937	ペギー は 6 月 14 日 以来 、 帰依 を 受けて いる 。 現在 、 3 月 10 日 である 。	ペギー は 9 月 30 日 に 帰依 を 受けた 。	neutral	3	月日	random	以来（テイル形）
938	エレン は 6 月 27 日 以来 、 インタビュー を 受けて いる 。 現在 、 1 月 18 日 である 。	エレン は 10 月 18 日 に インタビュー を 受けた 。	neutral	3	月日	random	以来（テイル形）
939	アリス は 6 月 15 日 以来 、 身の上 を 知って いる 。 現在 、 4 月 27 日 である 。	アリス は 11 月 15 日 に 身の上 を 知った 。	neutral	3	月日	random	以来（テイル形）
940	フランク は 11 月 6 日 以来 、 損害 を 被って いる 。 現在 、 5 月 26 日 である 。	フランク は 11 月 25 日 に 損害 を 被った 。	neutral	3	月日	random	以来（テイル形）
971	スティーブ は 4 月 23 日 21 時 以来 、 界隈 を 練り歩いて いる 。 現在 、 10 月 11 日 16 時 である 。	スティーブ は 5 月 17 日 6 時 に 界隈 を 練り歩いた 。	entailment	3	月日時	random	以来（テイル形）
972	トレント は 1 月 7 日 2 時 以来 、 焼き芋 を 貰って いる 。 現在 、 6 月 12 日 13 時 である 。	トレント は 5 月 24 日 15 時 に 焼き芋 を 貰った 。	entailment	3	月日時	random	以来（テイル形）
973	スティーブ は 1 月 18 日 13 時 以来 、 選手 権 を 目指して いる 。 現在 、 9 月 10 日 14 時 である 。	スティーブ は 8 月 17 日 17 時 に 選手 権 を 目指した 。	entailment	3	月日時	random	以来（テイル形）
974	マーヴィン は 2 月 16 日 20 時 以来 、 レビュー を 行って いる 。 現在 、 10 月 11 日 17 時 である 。	マーヴィン は 8 月 5 日 7 時 に レビュー を 行った 。	entailment	3	月日時	random	以来（テイル形）
975	キャロル は 3 月 12 日 19 時 以来 、 大学 を 決めて いる 。 現在 、 12 月 16 日 8 時 である 。	キャロル は 9 月 13 日 4 時 に 大学 を 決めた 。	entailment	3	月日時	random	以来（テイル形）
976	エレン は 1 月 13 日 18 時 以来 、 中止 を 表明 して いる 。 現在 、 5 月 6 日 15 時 である 。	エレン は 1 月 16 日 3 時 に 中止 を 表明 した 。	entailment	3	月日時	random	以来（テイル形）
977	マチルダ は 1 月 6 日 13 時 以来 、 記録 を 樹立 して いる 。 現在 、 3 月 11 日 12 時 である 。	マチルダ は 2 月 12 日 1 時 に 記録 を 樹立 した 。	entailment	3	月日時	random	以来（テイル形）
978	ウォルター は 2 月 21 日 14 時 以来 、 キャラクター を 説明 して いる 。 現在 、 10 月 30 日 17 時 である 。	ウォルター は 5 月 23 日 9 時 に キャラクター を 説明 した 。	entailment	3	月日時	random	以来（テイル形）
979	ゾーイ は 4 月 5 日 1 時 以来 、 青空 を 見て いる 。 現在 、 10 月 11 日 14 時 である 。	ゾーイ は 7 月 13 日 0 時 に 青空 を 見た 。	entailment	3	月日時	random	以来（テイル形）
980	マチルダ は 7 月 1 日 16 時 以来 、 予定 表 を 提出 して いる 。 現在 、 9 月 16 日 5 時 である 。	マチルダ は 8 月 23 日 8 時 に 予定 表 を 提出 した 。	entailment	3	月日時	random	以来（テイル形）
981	ゾーイ は 11 月 28 日 23 時 以来 、 目 を 上げて いる 。 現在 、 2 月 27 日 0 時 である 。	ゾーイ は 9 月 12 日 0 時 に 目 を 上げた 。	contradiction	3	月日時	random	以来（テイル形）
982	トルーディー は 2 月 28 日 1 時 以来 、 話 を 伺って いる 。 現在 、 12 月 30 日 18 時 である 。	トルーディー は 2 月 8 日 14 時 に 話 を 伺った 。	contradiction	3	月日時	random	以来（テイル形）
983	アリス は 11 月 15 日 4 時 以来 、 唇 を 触って いる 。 現在 、 4 月 25 日 10 時 である 。	アリス は 1 月 29 日 0 時 に 唇 を 触った 。	contradiction	3	月日時	random	以来（テイル形）
984	ゾーイ は 10 月 14 日 14 時 以来 、 プロデューサー を 努めて いる 。 現在 、 7 月 12 日 13 時 である 。	ゾーイ は 9 月 3 日 2 時 に プロデューサー を 努めた 。	contradiction	3	月日時	random	以来（テイル形）
985	ジャスティン は 9 月 1 日 8 時 以来 、 地図 を 提供 して いる 。 現在 、 9 月 1 日 3 時 である 。	ジャスティン は 2 月 22 日 18 時 に 地図 を 提供 した 。	contradiction	3	月日時	random	以来（テイル形）
986	ジャスティン は 10 月 25 日 3 時 以来 、 詩作 を 始めて いる 。 現在 、 6 月 16 日 2 時 である 。	ジャスティン は 7 月 4 日 21 時 に 詩作 を 始めた 。	contradiction	3	月日時	random	以来（テイル形）
987	プロッド は 6 月 21 日 17 時 以来 、 唇 を 合わせて いる 。 現在 、 6 月 6 日 19 時 である 。	プロッド は 5 月 2 日 6 時 に 唇 を 合わせた 。	contradiction	3	月日時	random	以来（テイル形）
988	オスカー は 9 月 3 日 16 時 以来 、 自立 を 始めて いる 。 現在 、 7 月 28 日 11 時 である 。	オスカー は 3 月 14 日 3 時 に 自立 を 始めた 。	contradiction	3	月日時	random	以来（テイル形）
989	オスカー は 4 月 9 日 6 時 以来 、 聴取 を 行って いる 。 現在 、 3 月 17 日 14 時 である 。	オスカー は 1 月 20 日 5 時 に 聴取 を 行った 。	contradiction	3	月日時	random	以来（テイル形）
990	マロリー は 7 月 30 日 22 時 以来 、 対人 戦 を 楽しんで いる 。 現在 、 4 月 8 日 4 時 である 。	マロリー は 4 月 7 日 15 時 に 対人 戦 を 楽しんだ 。	contradiction	3	月日時	random	以来（テイル形）
991	マーヴィン は 7 月 25 日 4 時 以来 、 解散 権 を 持って いる 。 現在 、 9 月 2 日 5 時 である 。	マーヴィン は 12 月 19 日 1 時 に 解散 権 を 持った 。	neutral	3	月日時	random	以来（テイル形）
992	ウォルター は 6 月 30 日 6 時 以来 、 データ を 運んで いる 。 現在 、 10 月 20 日 2 時 である 。	ウォルター は 10 月 25 日 19 時 に データ を 運んだ 。	neutral	3	月日時	random	以来（テイル形）
993	オスカー は 9 月 26 日 17 時 以来 、 行為 を 取って いる 。 現在 、 5 月 21 日 9 時 である 。	オスカー は 10 月 8 日 10 時 に 行為 を 取った 。	neutral	3	月日時	random	以来（テイル形）
994	マロリー は 1 月 11 日 23 時 以来 、 力 を 頂いて いる 。 現在 、 3 月 12 日 10 時 である 。	マロリー は 10 月 17 日 13 時 に 力 を 頂いた 。	neutral	3	月日時	random	以来（テイル形）
995	トレント は 5 月 11 日 6 時 以来 、 女子 を 呼んで いる 。 現在 、 1 月 23 日 12 時 である 。	トレント は 7 月 15 日 6 時 に 女子 を 呼んだ 。	neutral	3	月日時	random	以来（テイル形）
996	トルーディー は 2 月 10 日 21 時 以来 、 咎 を 負って いる 。 現在 、 6 月 29 日 9 時 である 。	トルーディー は 7 月 31 日 1 時 に 咎 を 負った 。	neutral	3	月日時	random	以来（テイル形）
997	ジャスティン は 9 月 25 日 7 時 以来 、 心 を 落として いる 。 現在 、 6 月 15 日 3 時 である 。	ジャスティン は 10 月 11 日 7 時 に 心 を 落とした 。	neutral	3	月日時	random	以来（テイル形）
998	チャーリー は 1 月 20 日 8 時 以来 、 梅干し を 貰って いる 。 現在 、 5 月 29 日 16 時 である 。	チャーリー は 6 月 19 日 8 時 に 梅干し を 貰った 。	neutral	3	月日時	random	以来（テイル形）
999	パット は 7 月 18 日 21 時 以来 、 職 を 代行 して いる 。 現在 、 7 月 14 日 2 時 である 。	パット は 12 月 3 日 10 時 に 職 を 代行 した 。	neutral	3	月日時	random	以来（テイル形）
1000	ペギー は 7 月 15 日 10 時 以来 、 裏技 を 教えて いる 。 現在 、 6 月 22 日 16 時 である 。	ペギー は 10 月 19 日 6 時 に 裏技 を 教えた 。	neutral	3	月日時	random	以来（テイル形）
1031	トルーディー は 6 日 以来 、 フィレンツェ を 訪れて いる 。 現在 、 27 日 である 。	トルーディー は 17 日 に フィレンツェ を 訪れた 。	entailment	3	日	random	以来（テイル形）
1032	スティーブ は 10 日 以来 、 旦那 を 失って いる 。 現在 、 29 日 である 。	スティーブ は 11 日 に 旦那 を 失った 。	entailment	3	日	random	以来（テイル形）
1033	トルーディー は 1 日 以来 、 ケーブル を 開発 して いる 。 現在 、 27 日 である 。	トルーディー は 9 日 に ケーブル を 開発 した 。	entailment	3	日	random	以来（テイル形）
1034	イブ は 18 日 以来 、 身柄 を 引き取って いる 。 現在 、 28 日 である 。	イブ は 24 日 に 身柄 を 引き取った 。	entailment	3	日	random	以来（テイル形）
1035	アリス は 13 日 以来 、 行列 を 成して いる 。 現在 、 27 日 である 。	アリス は 22 日 に 行列 を 成した 。	entailment	3	日	random	以来（テイル形）
1036	エレン は 11 日 以来 、 確認 を 取って いる 。 現在 、 30 日 である 。	エレン は 20 日 に 確認 を 取った 。	entailment	3	日	random	以来（テイル形）
1037	マチルダ は 3 日 以来 、 おかゆ を 食べて いる 。 現在 、 16 日 である 。	マチルダ は 7 日 に おかゆ を 食べた 。	entailment	3	日	random	以来（テイル形）
1038	チャーリー は 1 日 以来 、 妹 を 叱って いる 。 現在 、 29 日 である 。	チャーリー は 26 日 に 妹 を 叱った 。	entailment	3	日	random	以来（テイル形）
1039	マロリー は 1 日 以来 、 背中 を 合わせて いる 。 現在 、 3 日 である 。	マロリー は 2 日 に 背中 を 合わせた 。	entailment	3	日	random	以来（テイル形）
1040	デイヴ は 7 日 以来 、 ハンカチ を 送って いる 。 現在 、 30 日 である 。	デイヴ は 28 日 に ハンカチ を 送った 。	entailment	3	日	random	以来（テイル形）
1041	キャロル は 27 日 以来 、 水分 を 出して いる 。 現在 、 19 日 である 。	キャロル は 9 日 に 水分 を 出した 。	contradiction	3	日	random	以来（テイル形）
1042	ビクター は 29 日 以来 、 命 を 落として いる 。 現在 、 15 日 である 。	ビクター は 10 日 に 命 を 落とした 。	contradiction	3	日	random	以来（テイル形）
1043	キャロル は 28 日 以来 、 学長 を 訪問 して いる 。 現在 、 20 日 である 。	キャロル は 10 日 に 学長 を 訪問 した 。	contradiction	3	日	random	以来（テイル形）
1044	エレン は 27 日 以来 、 リタイア を 喫して いる 。 現在 、 12 日 である 。	エレン は 18 日 に リタイア を 喫した 。	contradiction	3	日	random	以来（テイル形）
1045	ボブ は 21 日 以来 、 斥候 を 出して いる 。 現在 、 22 日 である 。	ボブ は 16 日 に 斥候 を 出した 。	contradiction	3	日	random	以来（テイル形）
1046	アリス は 14 日 以来 、 手の平 を 離して いる 。 現在 、 23 日 である 。	アリス は 8 日 に 手の平 を 離した 。	contradiction	3	日	random	以来（テイル形）
1047	デイヴ は 20 日 以来 、 成績 を 報告 して いる 。 現在 、 6 日 である 。	デイヴ は 17 日 に 成績 を 報告 した 。	contradiction	3	日	random	以来（テイル形）
1048	ビクター は 11 日 以来 、 名前 を 連ねて いる 。 現在 、 4 日 である 。	ビクター は 2 日 に 名前 を 連ねた 。	contradiction	3	日	random	以来（テイル形）
1049	トレント は 27 日 以来 、 メール を くれて いる 。 現在 、 18 日 である 。	トレント は 6 日 に メール を くれた 。	contradiction	3	日	random	以来（テイル形）
1050	オスカー は 18 日 以来 、 モード を 開始 して いる 。 現在 、 21 日 である 。	オスカー は 2 日 に モード を 開始 した 。	contradiction	3	日	random	以来（テイル形）
1051	キャロル は 3 日 以来 、 訳 を 説明 して いる 。 現在 、 12 日 である 。	キャロル は 21 日 に 訳 を 説明 した 。	neutral	3	日	random	以来（テイル形）
1052	トレント は 1 日 以来 、 電話 を 取って いる 。 現在 、 13 日 である 。	トレント は 18 日 に 電話 を 取った 。	neutral	3	日	random	以来（テイル形）
1053	イブ は 19 日 以来 、 功績 を 収めて いる 。 現在 、 17 日 である 。	イブ は 24 日 に 功績 を 収めた 。	neutral	3	日	random	以来（テイル形）
1054	スティーブ は 1 日 以来 、 女性 を 送って いる 。 現在 、 17 日 である 。	スティーブ は 19 日 に 女性 を 送った 。	neutral	3	日	random	以来（テイル形）
1055	トルーディー は 7 日 以来 、 暴力 を 起こして いる 。 現在 、 9 日 である 。	トルーディー は 19 日 に 暴力 を 起こした 。	neutral	3	日	random	以来（テイル形）
1056	トレント は 2 日 以来 、 指 を 離して いる 。 現在 、 14 日 である 。	トレント は 29 日 に 指 を 離した 。	neutral	3	日	random	以来（テイル形）
1057	チャーリー は 3 日 以来 、 注意 を 傾けて いる 。 現在 、 5 日 である 。	チャーリー は 26 日 に 注意 を 傾けた 。	neutral	3	日	random	以来（テイル形）
1058	マレット は 6 日 以来 、 欠場 を 発表 して いる 。 現在 、 19 日 である 。	マレット は 29 日 に 欠場 を 発表 した 。	neutral	3	日	random	以来（テイル形）
1059	パット は 21 日 以来 、 報告 書 を 発表 して いる 。 現在 、 9 日 である 。	パット は 26 日 に 報告 書 を 発表 した 。	neutral	3	日	random	以来（テイル形）
1060	トルーディー は 16 日 以来 、 キャンデー を 贈って いる 。 現在 、 18 日 である 。	トルーディー は 29 日 に キャンデー を 贈った 。	neutral	3	日	random	以来（テイル形）
1091	アイザック は 4 日 14 時 以来 、 タイプ を 開始 して いる 。 現在 、 15 日 20 時 である 。	アイザック は 14 日 8 時 に タイプ を 開始 した 。	entailment	3	日時	random	以来（テイル形）
1092	ゾーイ は 15 日 13 時 以来 、 母校 を 訪れて いる 。 現在 、 28 日 13 時 である 。	ゾーイ は 24 日 18 時 に 母校 を 訪れた 。	entailment	3	日時	random	以来（テイル形）
1093	パット は 3 日 14 時 以来 、 自営 業 を 継いで いる 。 現在 、 22 日 11 時 である 。	パット は 7 日 19 時 に 自営 業 を 継いだ 。	entailment	3	日時	random	以来（テイル形）
1094	パット は 16 日 14 時 以来 、 インドネシア を 訪れて いる 。 現在 、 21 日 7 時 である 。	パット は 21 日 6 時 に インドネシア を 訪れた 。	entailment	3	日時	random	以来（テイル形）
1095	チャーリー は 8 日 5 時 以来 、 外力 を 受けて いる 。 現在 、 19 日 1 時 である 。	チャーリー は 10 日 15 時 に 外力 を 受けた 。	entailment	3	日時	random	以来（テイル形）
1096	パット は 2 日 8 時 以来 、 バーディ を 獲って いる 。 現在 、 23 日 4 時 である 。	パット は 6 日 21 時 に バーディ を 獲った 。	entailment	3	日時	random	以来（テイル形）
1097	ジャスティン は 3 日 11 時 以来 、 記録 を 樹立 して いる 。 現在 、 19 日 19 時 である 。	ジャスティン は 18 日 3 時 に 記録 を 樹立 した 。	entailment	3	日時	random	以来（テイル形）
1098	スティーブ は 9 日 10 時 以来 、 コンドーム を 着用 して いる 。 現在 、 30 日 21 時 である 。	スティーブ は 22 日 15 時 に コンドーム を 着用 した 。	entailment	3	日時	random	以来（テイル形）
1099	ウォルター は 1 日 23 時 以来 、 漢字 を 収めて いる 。 現在 、 11 日 16 時 である 。	ウォルター は 2 日 13 時 に 漢字 を 収めた 。	entailment	3	日時	random	以来（テイル形）
1100	エレン は 2 日 22 時 以来 、 地 を 訪れて いる 。 現在 、 21 日 20 時 である 。	エレン は 17 日 6 時 に 地 を 訪れた 。	entailment	3	日時	random	以来（テイル形）
1101	ゾーイ は 25 日 16 時 以来 、 大笑い を して いる 。 現在 、 24 日 1 時 である 。	ゾーイ は 25 日 5 時 に 大笑い を した 。	contradiction	3	日時	random	以来（テイル形）
1102	アイザック は 27 日 14 時 以来 、 会計 を 務めて いる 。 現在 、 31 日 11 時 である 。	アイザック は 6 日 16 時 に 会計 を 務めた 。	contradiction	3	日時	random	以来（テイル形）
1103	ウォルター は 31 日 12 時 以来 、 憎しみ を 向けて いる 。 現在 、 16 日 5 時 である 。	ウォルター は 14 日 14 時 に 憎しみ を 向けた 。	contradiction	3	日時	random	以来（テイル形）
1104	キャロル は 26 日 10 時 以来 、 委員 会 を 行って いる 。 現在 、 16 日 8 時 である 。	キャロル は 16 日 9 時 に 委員 会 を 行った 。	contradiction	3	日時	random	以来（テイル形）
1105	アイザック は 15 日 2 時 以来 、 室 を 守って いる 。 現在 、 19 日 8 時 である 。	アイザック は 8 日 10 時 に 室 を 守った 。	contradiction	3	日時	random	以来（テイル形）
1106	スティーブ は 15 日 16 時 以来 、 宣言 を 行って いる 。 現在 、 15 日 4 時 である 。	スティーブ は 6 日 7 時 に 宣言 を 行った 。	contradiction	3	日時	random	以来（テイル形）
1107	プロッド は 25 日 17 時 以来 、 コース を 切って いる 。 現在 、 1 日 19 時 である 。	プロッド は 20 日 4 時 に コース を 切った 。	contradiction	3	日時	random	以来（テイル形）
1108	マレット は 8 日 23 時 以来 、 阻害 を 受けて いる 。 現在 、 3 日 22 時 である 。	マレット は 5 日 9 時 に 阻害 を 受けた 。	contradiction	3	日時	random	以来（テイル形）
1109	トレント は 27 日 20 時 以来 、 塩害 を 受けて いる 。 現在 、 18 日 8 時 である 。	トレント は 12 日 17 時 に 塩害 を 受けた 。	contradiction	3	日時	random	以来（テイル形）
1110	マレット は 10 日 22 時 以来 、 リダイレクト を 作成 して いる 。 現在 、 1 日 21 時 である 。	マレット は 10 日 12 時 に リダイレクト を 作成 した 。	contradiction	3	日時	random	以来（テイル形）
1111	マーヴィン は 5 日 16 時 以来 、 手首 を 振って いる 。 現在 、 3 日 17 時 である 。	マーヴィン は 24 日 5 時 に 手首 を 振った 。	neutral	3	日時	random	以来（テイル形）
1112	トレント は 16 日 20 時 以来 、 チェイス を 繰り広げて いる 。 現在 、 10 日 6 時 である 。	トレント は 24 日 12 時 に チェイス を 繰り広げた 。	neutral	3	日時	random	以来（テイル形）
1113	プロッド は 4 日 4 時 以来 、 植物 を 贈って いる 。 現在 、 1 日 19 時 である 。	プロッド は 13 日 18 時 に 植物 を 贈った 。	neutral	3	日時	random	以来（テイル形）
1114	ゾーイ は 15 日 17 時 以来 、 説教 を して いる 。 現在 、 15 日 22 時 である 。	ゾーイ は 20 日 16 時 に 説教 を した 。	neutral	3	日時	random	以来（テイル形）
1115	ジャスティン は 10 日 16 時 以来 、 戦績 を 収めて いる 。 現在 、 15 日 13 時 である 。	ジャスティン は 18 日 12 時 に 戦績 を 収めた 。	neutral	3	日時	random	以来（テイル形）
1116	キャロル は 8 日 2 時 以来 、 クチ を 挟んで いる 。 現在 、 17 日 11 時 である 。	キャロル は 22 日 16 時 に クチ を 挟んだ 。	neutral	3	日時	random	以来（テイル形）
1117	ボブ は 3 日 3 時 以来 、 人事 権 を 持って いる 。 現在 、 9 日 17 時 である 。	ボブ は 20 日 12 時 に 人事 権 を 持った 。	neutral	3	日時	random	以来（テイル形）
1118	キャロル は 15 日 1 時 以来 、 判事 を 務めて いる 。 現在 、 7 日 9 時 である 。	キャロル は 16 日 14 時 に 判事 を 務めた 。	neutral	3	日時	random	以来（テイル形）
